report,source,authored_at,author,status,incident_title,incident_category,important,place_name,notes
"top @dawnsdigest stories: Liberia elections; violence in Syria. http://t.co/FBtGfoX8","Twitter 1","2011-11-08 14:11:25",MarkLGoldberg,NULL,NULL,NULL,NULL,NULL,NULL
"#abidjan #civ2010 #civsocial #Avenue225 Liberia: faible affluence ÃƒÂ  la prÃƒÂ©sidentielle aprÃƒÂ¨s des violences http://t.co/TOVTyy0i","Twitter 1","2011-11-08 14:11:37",cafeaboki,NULL,NULL,NULL,NULL,NULL,NULL
"RT @Max_Fisher Women in War, Women in Peace http://t.co/3Aufj2eN by @dianawueger #Liberia #Afghanistan #Bosnia #Holocaust","Twitter 1","2011-11-08 14:12:30",Wolfe321,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff Election To Start In Liberia http://t.co/VdAjlZwd #Election #In #Liberia","Twitter 1","2011-11-08 14:12:41",BigFoxNewscom,NULL,NULL,NULL,NULL,NULL,NULL
"High Growth Markets-Magazin: Wie IT-Aktivisten helfen, die Wahl in #Liberia transparent zu gestalten: http://t.co/pSaazaq6","Twitter 1","2011-11-08 14:12:10",KPMG_DE,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: Eggs from India http://t.co/thVLRGyJ","Twitter 1","2011-11-08 14:12:23",NonProfitBlogs,NULL,NULL,NULL,NULL,NULL,NULL
"RT @AfricaNewsAlert: Gbowee in tears over Liberia violence http://t.co/uOHBsIZT #AFRICA #NEWS","Twitter 1","2011-11-08 14:13:31",baldaufji,NULL,NULL,NULL,NULL,NULL,NULL
"Gbowee in tears over Liberia violence http://t.co/WiCXDSTx","Twitter 1","2011-11-08 14:13:12",jozitweet,NULL,NULL,NULL,NULL,NULL,NULL
"Gbowee in tears over Liberia violence http://t.co/uOHBsIZT #AFRICA #NEWS","Twitter 1","2011-11-08 14:13:12",AfricaNewsAlert,NULL,NULL,NULL,NULL,NULL,NULL
"Its a calm day in #Liberia today and voting continues at the various pollling stations","Twitter 1","2011-11-08 14:13:06",Swyt3,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: faible affluence ÃƒÂ  la prÃƒÂ©sidentielle aprÃƒÂ¨s des violences http://t.co/kd8BEhQY","Twitter 1","2011-11-08 14:14:25",24heuresMonde,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: To Vote or Not to Vote? http://t.co/57Yv5vtd","Twitter 1","2011-11-08 14:13:55",huyanxing,NULL,NULL,NULL,NULL,NULL,NULL
"RT @viktorbengtsson: I've never seen Monrovia this quiet. Downtown is devoid of traffic and people. Eerily pleasant. #Liberia","Twitter 1","2011-11-08 14:14:21",itsjina,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: faible affluence ÃƒÂ  la prÃƒÂ©sidentielle aprÃƒÂ¨s des violences: L'affluence des ÃƒÂ©lecteurs ÃƒÂ©tait faible mardi ... http://t.co/mZYOYKJr","Twitter 1","2011-11-08 14:14:25",ActualiteCh,NULL,NULL,NULL,NULL,NULL,NULL
"Pray for Liberia's Run-Off Election Today http://t.co/Zl3WPkCC","Twitter 1","2011-11-08 14:13:54",RedmanHouse,NULL,NULL,NULL,NULL,NULL,NULL
"@Swyt3 Are you in Liberia?","Twitter 1","2011-11-08 14:14:29",BBCAfricaHYS,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/yLGnaxtC","Twitter 1","2011-11-08 14:14:23",cnen,NULL,NULL,NULL,NULL,NULL,NULL
"Fellow Liberia Ã¢â‚¬â€œ I believe that, regardless of our differences in opinion on who the next President of our country should be, we all would agree that the happenings of yesterday was (1) very saddening, (2) puts a mark on this country that we do not want, and (3) stemmed from issues far greater than the elections itself. Now, we can go on and on about the perceived fraud, or lack thereof, of the elections process, but is that REALLY the issue??? I, for one, believe that that there are much greater underlying issues. Although, the elections are the central point of this forum, IÃ¢â‚¬â„¢d like to put that aside for just a minute. Is it conceivable that we could all, as Liberia, focus on the actual ISSUES that we have with the Government. In doing so, letÃ¢â‚¬â„¢s keep a couple of real facts in mind. (1) Elections are being held today (2)The results of the elections will be announced (3) The winner will be inaugurated as President in January and (4) The President will be the only leader of this country (unless we are hell bent on destruction).

For anyone who disagrees with these facts, you should probably stop reading now because this exercise is not going to help you or any of us. For those who accept these facts and want to move forward, IÃ¢â‚¬â„¢d like us to take some time and think logically about the next steps before answering this question. 

IF YOU COULD MAKE A SUBSTANTIVE CHANGE IN THE WAY THE GOVERNMENT IS DEALING WITH AN ISSUE, WHAT WOULD THAT ISSUE BE AND HOW WOULD YOU GO ABOUT MAKING THAT CHANGE? For this exercise to really work, we must remember the HOW part of the question. It is very easy to voice the WHAT, but until we start dealing with the HOW we will go NOWHERE. Let's get UNSTUCK!","Liberia Elections","2011-11-08 14:13:49","Wadei Powell",NULL,NULL,NULL,NULL,NULL,NULL
"RT @azadessa: AJE #Liberia: Most observers from  ECOWAS, AU, EU, Carter Center say thatWinstonTubman's allegations are a case of sour grapes","Twitter 1","2011-11-08 14:15:11",Swyt3,NULL,NULL,NULL,NULL,NULL,NULL
"Latest News - Liberia Tense as Presidential Runoff Vote Starts... #news http://t.co/FJd9af1J","Twitter 1","2011-11-08 14:15:04",breaking_news__,NULL,NULL,NULL,NULL,NULL,NULL
"Remember...this is an exercise in POSITIVITY!","Liberia Elections","2011-11-08 14:15:00","Wadei Powell",NULL,NULL,NULL,NULL,NULL,NULL
"Fellow Liberia Ã¢â‚¬â€œ I believe that, regardless of our differences in opinion on who the next President of our country should be, we all would agree that the happenings of yesterday was (1) very saddening, (2) puts a mark on this country that we do not want, and (3) stemmed from issues far greater than the elections itself. Now, we can go on and on about the perceived fraud, or lack thereof, of the elections process, but is that REALLY the issue??? I, for one, believe that that there are much greater underlying issues. Although, the elections are the central point of this forum, IÃ¢â‚¬â„¢d like to put that aside for just a minute. Is it conceivable that we could all, as Liberia, focus on the actual ISSUES that we have with the Government. In doing so, letÃ¢â‚¬â„¢s keep a couple of real facts in mind. (1) Elections are being held today (2)The results of the elections will be announced (3) The winner will be inaugurated as President in January and (4) The President will be the only leader of this country (unless we are hell bent on destruction).

For anyone who disagrees with these facts, you should probably stop reading now because this exercise is not going to help you or any of us. For those who accept these facts and want to move forward, IÃ¢â‚¬â„¢d like us to take some time and think logically about the next steps before answering this question. 

IF YOU COULD MAKE A SUBSTANTIVE CHANGE IN THE WAY THE GOVERNMENT IS DEALING WITH AN ISSUE, WHAT WOULD THAT ISSUE BE AND HOW WOULD YOU GO ABOUT MAKING THAT CHANGE? For this exercise to really work, we must remember the HOW part of the question. It is very easy to voice the WHAT, but until we start dealing with the HOW we will go NOWHERE. Let's get UNSTUCK!","Liberia Elections","2011-11-08 14:13:49","Wadei Powell",NULL,NULL,NULL,NULL,NULL,NULL
"POWER IS SWEET AND CAN BE ENJOYED BY THOSE WHO ARE PREPARED, UNTIL OPPOSITIONS CAN PUT THEIR CONFUSED ARTS 2OGETHER, WE (ELECTORATES) WILL NOT ALLOWED U TO TASTE IT.","Liberia Media Monitoring","2011-11-08 14:14:50","Davies Jefferson",NULL,NULL,NULL,NULL,NULL,NULL
"Is this page Liberia Election 2011 media monitoring Group or CDC election coverage monitoring group?","Liberia Media Monitoring","2011-11-08 14:13:25","Elchico Fawundu",NULL,NULL,NULL,NULL,NULL,NULL
"RT @africareview: #Liberia opposition radios and TVs closed down http://t.co/HDSl0fGL","Twitter 1","2011-11-08 14:16:14",ParraV,NULL,NULL,NULL,NULL,NULL,NULL
"RT @Africanelection: #Liberia: Joint Nobel Peace Prize winner Gbowee sheds tears following eve-of-election clashes http://t.co/qmwar2rE  ...","Twitter 1","2011-11-08 14:15:48",Swyt3,NULL,NULL,NULL,NULL,NULL,NULL
"Please pray for our staff and affiliate businesses in Nicaragua and Liberia during the country presidential elections happening right now.","Twitter 1","2011-11-08 14:15:37",PartnersWW,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/tO104mQf #NYT #nytimes #News","Twitter 1","2011-11-08 14:16:40",Copyright_Ma,NULL,NULL,NULL,NULL,NULL,NULL
"Pray for Liberia's Run-Off Election Today http://t.co/9A0Kd7T8","Twitter 1","2011-11-08 14:17:30",RedmanHouse,NULL,NULL,NULL,NULL,NULL,NULL
"The strong arm of #Liberia's #Sirleaf hits the mainstream news media, as incumbent gov. closes down opposition media: http://t.co/2hiOAu48.","Twitter 1","2011-11-08 14:17:08",danatgu,NULL,NULL,NULL,NULL,NULL,NULL
"Mid-morning news: The presidential runoff #vote is starting of tense in #Liberia . via @nytimes http://t.co/Zg6kCHt4 #Africa","Twitter 1","2011-11-08 14:17:34",aspenafrica,NULL,NULL,NULL,NULL,NULL,NULL
"@blackseed1 i thinkit shows that CDC doesnt want peace in #Liberia","Twitter 1","2011-11-08 14:16:47",Swyt3,NULL,NULL,NULL,NULL,NULL,NULL
"Jesse, could you please send me a link with the vid?
let's be clear, one person supposedly died and others were injured. the numbers were inflated! and the body still has not been turned over for investigation","Liberia Elections","2011-11-08 14:17:13","ElizabethRose Amidjogbe",NULL,NULL,NULL,NULL,NULL,NULL
"qq prix Nobel de la paix:  EllenJohnsonSirleaf prÃƒÂ©sidente Liberia, soutenue par Prince  Johnson , criminel de guerre http://t.co/nJ36wwfJ","Twitter 1","2011-11-08 14:17:42",Celestisssima,NULL,NULL,NULL,NULL,NULL,NULL
"RT @Max_Fisher Women in War, Women in Peace http://t.co/ApBpMu5U by @dianawueger #Liberia #Afghanistan #Bosnia #Holocaust","Twitter 1","2011-11-08 14:18:23",WomenUndrSiege,NULL,NULL,NULL,NULL,NULL,NULL
"""Liberia Elections: EllenJohnsonSirleaf Heads For Victory"" http://t.co/Fs50m35C","Twitter 1","2011-11-08 14:18:16",Odddjobb,NULL,NULL,NULL,NULL,NULL,NULL
"had to repost so as not to cast anyone in the wrong light","Liberia Elections","2011-11-08 14:17:42","ElizabethRose Amidjogbe",NULL,NULL,NULL,NULL,NULL,NULL
"RT @MarkLGoldberg: top @dawnsdigest stories: Liberia elections; violence in Syria. http://t.co/FBtGfoX8","Twitter 1","2011-11-08 14:19:02",viewfromthecave,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: morning election update. Many ""are just hoping for a peaceful poll."" http://t.co/e9OEhisI","Twitter 1","2011-11-08 14:18:50",AllyKrupar,NULL,NULL,NULL,NULL,NULL,NULL
"News! President Heads For Easy Re-Election In Liberia: MONROVIA, Liberia -- Africa's first elected female presid... http://t.co/g1EM2VFQ","Twitter 1","2011-11-08 14:19:01",sergvnd,NULL,NULL,NULL,NULL,NULL,NULL
"Ã¬ËœÂ¤Ã¬Â¹Â´Ã«ÂªÂ¨Ã­â€ Â Ã¬Â½ËœÃ«Ââ€Ã¬ÂµÅ“Ã¬Â â‚¬ÃªÂ°â‚¬ Ã¬â€¢â€žÃ¬Å Â¤Ã­Å Â¸Ã«Â¡Å“ÃªÂ¸â‚¬Ã«ÂÂ¼Ã¬ÂÂ´Ã«â€œÅ“Ã¬Â â‚¬Ã«Â Â´Ã­â€¢Å“ÃªÂ³Â³ Ã¬â€žÂ±Ã¬ÂÂ¸Ã«ÂªÂ°Ã«Â³Â´ÃªÂ¸Â°  Ã«Â°â€Ã«Â¡Å“ÃªÂ°â‚¬ÃªÂ¸Â° Ã­ÂÂ´Ã«Â¦Â­ Ã¢â€“Â¶http://t.co/9Fp5W2NMÃ¢â€”â‚¬Liberia Election","Twitter 1","2011-11-08 14:20:07",bnn00004,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia : un second tour de la prÃƒÂ©sidentielle sous tension :  http://t.co/MenLLnHc","Twitter 1","2011-11-08 14:21:12",Passi_jr,NULL,NULL,NULL,NULL,NULL,NULL
"RT @ebookafrica: Reuters FACTBOX: Key political risks in the Gulf of Guinea http://t.co/eRsv7Hmv  #Gabon #Nigeria #DRCongo #Ghana #Liber ...","Twitter 1","2011-11-08 14:20:14",tommymiles,NULL,NULL,NULL,NULL,NULL,NULL
"RT @danatgu: The strong arm of #Liberia's #Sirleaf hits the mainstream news media, as incumbent gov. closes down opposition media: http: ...","Twitter 1","2011-11-08 14:20:50",jay_ulfelder,NULL,NULL,NULL,NULL,NULL,NULL
"Obama on #Liberia poll: The intern'l community will hold accountable those who choose to obstruct the democratic process.","Twitter 1","2011-11-08 14:21:02",Swyt3,NULL,NULL,NULL,NULL,NULL,NULL
"RT @vote4africa: #Liberia: Some polling places remained closed; building owners fear reprisal attacks - http://t.co/vLTxq2vw (Xinhua) #A ...","Twitter 1","2011-11-08 14:20:30",tommymiles,NULL,NULL,NULL,NULL,NULL,NULL
"just curious about your views on this:  A CDC member who just won a representative seat during the 1st round of elections sent this... what are your thoughts:  
""Hello my dear friends, I am so worried! Is this how we will live in Liberia? I canÃ¢â‚¬â„¢t believe I was stopped from boarding the plane today. I was travelling to Ghana on the Kenya Airways 5pm flight but to my absolute disappointment, my right to free movement was abused. I say this to say, I was told by one Mr. Forkpah an officer of the Bureau of Immigration that the Minister of Justice Cllr. Christina Tah has ordered my arrest and that I Munah E. Pelham is wanted and so I cannot leave the country. My dear Liberia, my passport was taken away from me and I was not allowed on board the plane. When I asked Ã¢â‚¬Å“why am I wanted?Ã¢â‚¬Â The officer said it was an order that no one from CDC (my political Party) should leave the country. My reply was why? But no answer. He later said, I should call some top government security officials if I really want to leave. So I did. I was able to talk to the Defense Minister, Commissioner Williams of Immigration, Minister Piah of the Ministry of Information and many others in authority not forgetting the Immigration Commissioner himself Hon. Massaquoi who I called almost 30 times but he refused to answer me. I tried so hard to find out what was going on and why I was not allowed to leave the country but none of them could tell me. When I asked to get my passport back, Mr. Forkpah the immigration officer told me to pick it up from the Ministry of Justice. So I returned to Monrovia without my passport. Now what next? Is this how we are going to lead our people? Can someone please advice...............cuz I certainly want to talk to my Lawyer about issues like, My ticket fares, hotel bill that was paid in Ghana, other expenses in getting ready for this all important business trip.""","Liberia Elections","2011-11-08 08:48:13","Barkue Tubman",NULL,NULL,NULL,NULL,NULL,NULL
"Birds of the same colors flies together. You might not be a bad perosn but once you start associating with bad people, then questions will be asked. Even the Bbile tells us DO NOT BE YOKE WITH UNBELIEVERS. to bad Munah, but just try to stay away from trouble.","Liberia Elections","2011-11-08 14:20:16","Thelma Kus Nyanway",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/STo2k7AH #Africa","Twitter 1","2011-11-08 14:21:47",CurrentNewsFeed,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: A voter marked his ballot in the presidential runoff at a poll... http://t.co/RwLIzTlC","Twitter 1","2011-11-08 14:21:38",all_news_india,NULL,NULL,NULL,NULL,NULL,NULL
"#abidjan #civ2010 #civsocial #Avenue225 Liberia: toujours de forts taux de viols malgrÃƒÂ© les prix Nobel http://t.co/g8OOuNlV","Twitter 1","2011-11-08 14:21:52",cafeaboki,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: A voter marked his ballot in the presidential runoff at a poll... http://t.co/OGedknAK","Twitter 1","2011-11-08 14:21:38",bookmark_in,NULL,NULL,NULL,NULL,NULL,NULL
"PrÃƒÂ©sidentielle au #Liberia : sans rival, EllenJohnsonSirleaf est seule au second tour http://t.co/Edahnn6l via @jeune_afrique","Twitter 1","2011-11-08 14:22:12",AKappesG,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Pres. runoff vote starts: http://t.co/TutywCkS (I was there in 2009, 5-6 years after civil war. Hope it doesn't repeat)","Twitter 1","2011-11-08 14:22:45",mwmiller98,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia we pray for peace!","Twitter 1","2011-11-08 14:22:17",Swyt3,NULL,NULL,NULL,NULL,NULL,NULL
"@OhOceane absolument!  ÃƒÂ  lire sur le Liberia: Russell Banks, American Darling Passionnant!","Twitter 1","2011-11-08 14:22:14",Celestisssima,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia:Gbowee in tears over Liberia violence - http://t.co/kQIzThnH","Twitter 1","2011-11-08 14:23:15",portaltoafrica,NULL,NULL,NULL,NULL,NULL,NULL
"Ã¢â‚¬Å“@nii_ayertey: #LiberiaÃ¢â‚¬â„¢s Government shut Down Three Pro Opposition Media Outlets for reporting violent incidents http://t.co/IjmPsOWbÃ¢â‚¬Â","Twitter 1","2011-11-08 14:23:02",mokhathi,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia | Liberia - Elections : de jeunes opposants prÃƒÂªts ""ÃƒÂ  mourir"" pour leur parti http://t.co/lPn3OidT","Twitter 1","2011-11-08 14:23:20",afreekelection,NULL,NULL,NULL,NULL,NULL,NULL
"Eric, Are you a reporter or a politician? You can't have it both ways. To be an objective reporter, your report has to be even handed. Do you want Liberia to descend into lawlessness? If you cry out fire in a crowded cinema, whereby there is no fire, what are you trying to do? Please be careful what you print, otherwise you will surely be accountable for your actions at some point in time. Why were those three Radio stations, shut down by the authorities? The masses of the people will like to know. From my point of view, it seems like your report is bias and very insightful, the way it's being presented. Be a peace maker, not an advocate of war. May the almighty God guide our nation from going down the path, of destruction again.","Liberia Media Monitoring","2011-11-08 14:23:29","Momolu Sirleaf",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Elections: EllenJohnsonSirleaf Heads For Victory http://t.co/XRn7XCop #Gossip #Celebrity","Twitter 1","2011-11-08 14:24:29",Copyright_Ma,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Elections: EllenJohnsonSirleaf Heads For Victory http://t.co/zkjeuPb5","Twitter 1","2011-11-08 14:24:16",HuffPostRaw,NULL,NULL,NULL,NULL,NULL,NULL
"It's election day in Monrovia, Liberia - http://t.co/dBGHI6bw #africa","Twitter 1","2011-11-08 14:24:51",whathumanis,NULL,NULL,NULL,NULL,NULL,NULL
"It's election day in Monrovia, Liberia - http://t.co/OFfeyId8 #africa","Twitter 1","2011-11-08 14:24:52",africanlens,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia elige hoy en segunda vuelta al presidente del paÃƒÂ­s http://t.co/9zt4Pr8p","Twitter 1","2011-11-08 14:24:42",Sinart13,NULL,NULL,NULL,NULL,NULL,NULL
"Mid-morning news: The presidential runoff #vote is starting off tense in #Liberia . via @nytimes http://t.co/Zg6kCHt4 #Africa","Twitter 1","2011-11-08 14:25:04",aspenafrica,NULL,NULL,NULL,NULL,NULL,NULL
"IF YOU DIDN'T VOTE TODAY NOVEMBER 8, 2011, GENERATIONS YET ONBORN WILL REQUEST OF YOU YEARS TO COME. AS FOR ME AND MY FAMILY WE VOTED IN THE SUPREME INTEREST OF LIBERIA. WE HAVE A COUNTRY TO PRESERVE AND A PEACE TO MAINTAIN.","Liberia Media Monitoring","2011-11-08 14:25:06","Arthur Becker",NULL,NULL,NULL,NULL,NULL,NULL
"liveministries look: Liberia Tense as Presidential Runoff Vote Starts (New York Times): Share With Friends:  |  ... http://t.co/ppf7lCV7","Twitter 1","2011-11-08 14:26:02",LiveMinistries1,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: faible affluence ÃƒÂ  la prÃƒÂ©sidentielle aprÃƒÂ¨s des violences - AFP: AFP Liberia: faibleÃ¢â‚¬Â¦ http://t.co/1uxZzos7","Twitter 1","2011-11-08 14:26:46",anzar_djabri,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts - New York Times","Twitter 1","2011-11-08 14:26:04",ayubandyaqoub,NULL,NULL,NULL,NULL,NULL,NULL
